,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
315,1,1,1,1,1,1,“일생을 돌아보게하는 회사”,현직원 · 언* · 경영지원·관리 전문가 - 2021.06.18,"1 입사후 타 회사에서 주는 식상한 꽃바구니나 선물상자가 아닌 돌맹이를 받을 수 있음
2 내가 얼마나 안일하게 살았으며 항간에 떠도는 불확실한 정보를 믿고 여길 왔나 자아성찰을 할 수 있음","1 9급7급 공무원 사이의 월급
2 미래 가능성 없음 최근 7개년 성과급 테이블 참조"
316,1,1,2,1,1,1,“예전에 잘나가던 회사”,현직원 · l********* · 환경·안전·보건 전문가 - 2021.06.10,"월급 안밀리고 잘나옴
월차 곧 사라질수도
현차 다니면 사람들이 돈 잘버는줄 암","노조 이미지가 너무강함
유능한 인재들 이직함
세대교체 필요함 너무 고임"
317,1,1,2,1,1,1,“대졸 직원은 절대 오면 안되는 회사”,현직원 · I******** · 해외영업·사업개발·마케팅 - 2021.04.14,"연봉 떡락으로 너도나도 모두 칼퇴분위기
업무시간에도 자기계발 쌉가능","입사때부터 줄고있는 연봉
한심한 경영진의 의사결정
남아있는 꼰대문화
생산노조 사무경리 기타기술직들 하루종일 주식 커피 수다로 띵까띵까하면서 연봉 89천 받아가는 모습보면 연봉 56천 받으면서 허구한날 야근하며 보고서 쓰고 실팀장한테 쪼인트 까이는 대졸직원은 상대적 박탈감이 매우 큼"
318,1,1,2,1,1,1,“커리어와 급여 모든걸 망칠 수 있는 회사”,현직원 · H**** · 연구개발(R&D) - 2021.03.26,5년 전 대비 워라밸은 개선되었다 그나마도 출퇴근시간이 너무 길어서 도어투도어로 보면 개인시간은 거의 없음,공정하지 못한 성과배분 불통에 생명경시하고 지들 배만 채우는 경영진 프로세스 없는 업무 식사 질 최악 나날이 줄어드는 원천징수금액 등 회사생활의 거의 모든 부분이 단점
319,1,1,1,1,1,1,“직원들의 영혼이 없는 회사”,현직원 · 여********* · 연구개발(R&D) - 2021.01.29,"영혼없이 인생낭비하며 재태크 취미생활이 가능
일 하지 않고 미루면 남이 책임지는 신기한 구조
문제 터질 때 러시안 룰렛만 피하면 됨","일하려고 하면 여기저기서 이거해달라 저거해달라 함
어느샌가 남이 부탁한 일 책임도 나한테 전가
내 할일 처리 못하고 남일 처리해주고 있음
남은 내가 처리한 성과로 승승장구
나는 남일 하느라 내 할일 못해 고과은 바닥

그래서 아무도 일을 안하려는 곳"
320,1,1,1,1,1,1,“보수의 끝판왕”,전직원 · d********* · 품질관리·보증 전문가 - 2021.01.09,고민했는데 결국 못찾음 그나마 장점은 공휴일이 많다는거 근데 결국 출근함,"서울 이름있는 4년제 나와 울산 일반직 매니저 근무하는데 회사 주류는 동아대 부산대 부경대 영남대 경상도 지방대가 많음 본사 연구소는 울산일반직 지방대라고 차별해 정작 울산에선 서울 상위학군 대학 나왔다고 학벌로 똘똘뭉쳐 차별해
내가 대학교 선대회장 센터에서 공부하며 키운 꿈이 다 무너짐
워라벨 개판 주말출근 일상화 포괄임금제라 야근수당도 없고
학벌 출신 차별 심하고 울산본관 광팔이부서들은 인원충원 빵빵한데 현장 관리직은 자꾸 줄여서 죽어나가기 일보직전
현장은 날로 포악해지고 관리도 안되고 객관적자료로 따져서 일시키면 현장 밉보이고 노사관리 못한다고 까여
현장 타협하면 효율떨어진다고 만회방안 내놓으라고 그래

그냥 대졸이 죄인회사"
321,1,1,1,1,1,1,“미래가 어두운 회사”,현직원 · 조*** · 연구개발(R&D) - 2020.12.30,"부모님이 좋아하신다
어른들이 좋아하신다
노조있어서 그나마 낫다","1 인사노무 담당자들의 블라평점 5점 주는거에 아주 기가찬다 직원들이 불만있는걸 개선하려는게 아니라 덮으려는 수준이 완전결함 덮어버리는 실력에서 배워온건지괜히 흉기차라 불리는게 아니란걸 깨닫게된다

2 올해 신입연봉 5천 미만이며 올해3월 입사자는 4천도 안된다 신입연봉 6500이라는 말은 헛소문이다

3 아직도 과거의 영광에 취해서 살아가는 노답 보직자들 덕분에 오늘도 퇴사 생각난다

4 시간을 되돌릴수있다면 삼전으로 갔을거다"
322,1,1,1,1,1,1,“리뷰점수도 조작하는 회사”,"현직원 · ""****** · 생산엔지니어·생산관리 - 2020.12.30",자동차계열의 최상위 포식자로써 다른 기업과의 업무에서는 다 때려팰수 있음 본인은 못느낄지 몰라도 계열사 친구들이랑 말해보면 갑을관계 느껴지고 완성차회사로 갈껄 뼈아프다함,"자동차회사에서 상위 갑부서가 총무 인사 재경 기문혁 이딴곳임 실질적으로 필드를 뛰고 차를 개발하고 품질을 완성하는 연구원 공장 일반직들은 당연히 굴러가야하는 부속품정도로 생각함 총무팀에 갑질당해서 억하심정이 있는 직원이 상당히 많음
지금까진 알아서 열심히 일하는 직원들이 발에 채이니까 이러나본데 언젠가 큰일날듯"
323,1,1,1,1,1,1,“직원을 버린 회사”,현직원 · i***** · 연구개발(R&D) - 2020.12.30,"다같이 일을 안하는 분위기가 조성되고 있어서 편하다
실근무시간 하루 4시간 미만 가능","회사와 같이 침몰할 가능성이 매우 높다
보상도 비전도 없다"
324,1,1,1,1,1,1,“오지마세요”,현직원 · g***** · 구매·물류·SCM 전문가 - 2020.12.18,"버리고 왔던 다른 회사들이 선녀처럼 보인다
쉬는날 많다","듣고 들어온것보다 상당히 낮은 연봉성과급
기업문화
개같은 노조"
325,1,1,1,1,1,1,“쓰레기들이 주름잡는회사”,현직원 · O***** · 연구개발(R&D) - 2020.12.15,"네임밸류 워라밸
없는데 30자를쓰라네
단점은 차고넘침","네임밸류에 걸맞게 욕먹음
품질이슈 공장에서 조립성 안나오는것들 모조리 연구소탓
실상은 공장아저씨들 유투브보면서 조립하다가 볼트 미체결은 기본에 대쉬보드에 담배꽁초도있
윗놈들 광파느라정신없고 광팔아서위로 올라간담에 다른곳으로 튀면 결국 그 똥은 밑에서 다받음"
326,1,1,1,1,1,1,“기계과 전공한걸 후회하게 만든 회사”,현직원 · l********* · 연구개발(R&D) - 2020.12.03,"화장실 있다
카누있다
컴퓨터 제공
통근버스제공
사내병원
밥준다
월급준다","pws가 느린건지 서버가 느린건지 답답한 사내프로그램
출퇴근이 긴 위치 왕복4시간
건강검진은 동네진찰수준
밥은 주지만 타회사 일반식보다 못한 특식 및 일반식
개맛없다
성과에 비해 매년 연봉이 줄어든다"
327,1,1,1,1,1,1,“젊은 사원들의 발전을 막는 꼰대 투성이”,현직원 · K***** · 생산엔지니어·생산관리 - 2020.11.27,저렇게 살진 말아야지라는 생각이 들게하는 인간 교보재가 많다,폭언 폭력은 기본인 꼰대 그 자체 다수 나이차면 앞이 잘 안보인다는 핑계로 젊은 사람들에게 일 몰아주기 심함
328,1,1,1,1,1,1,“이번 코로나 사태로 제대로 알게됨”,현직원 · l********* · 연구개발(R&D) - 2020.11.18,"같은 건물에 코로나 확진자 나왔는데
인사 노무 총무 님들만 회사 경비로 검사 받음

아침에 라면 나옴","그 외 다른 사람들은 검사는 무슨 쳐 나와서 일하라고 공지뜸

직원을 개돼지로 보는 회사입니다

연봉 세전 4천 중반임"
329,1,1,2,1,1,1,“알려진것과 실상이 너무 다른 회사”,현직원 · !******** · 연구개발(R&D) - 2020.11.12,"단혹 팀을 잘 만나면 워라밸 보장됨
그러나 대부분은 불가","내연기관의 시대는 저물어가고 더이상 공대는특히PT있을자리가 없음
하루 최소 3시간을 버스에서 보내고
꿀꿀이죽에 길들여지고
회사는 뭐든 하는 척만 하고
나이많으신 아저씨들의 사라사욕을 위해 젊은 친구들이
희생되며
결정적으로 직원은 소모품에 이라는걸 여실히 깨닫게 해줌
다른 좋은회사 많아요 열심히 공부한 당신을 이 지옥에
빠트리는 우를 범하지 말길 바랍니다"
330,1,1,2,1,1,1,“열심히 일하면 바보되는 회사”,현직원 · l********* · 연구개발(R&D) - 2020.11.12,"과거에는 돈이라도 많이 줬지지금은
2년마다 차 할인해줌","체계적인 시스템이 없음일정관리를 ppt로
실제 차량 개발 실무자들은 일만 많고 대우는 못 받음
필요없는 꿀부서들이 많은데 정리를 안함"
331,1,1,1,1,1,1,“세습을 위해 품질을 포기한 곳”,현직원 · 사**** · 연구개발(R&D) - 2020.11.11,"인간혐오를 배울수있음
왠만한 충격엔 화도 안남
제테크를 공부하게됨","짜다못해 혐오스러운 연봉
배울게 없는 456세대들의 꼰대놀이"
332,1,1,1,1,1,1,“밖으로만 멀쩡한척하는회사”,현직원 · 안***** · 연구개발(R&D) - 2020.11.03,"1 IT인프라가 구려서 재택이 안되어서 팀장님을 매일 볼수있어요
2 코로나가 아무리 기승을 부려도 부적 문자 한통이면 만사 ok
3 모빌리티 회사지만 서울기준 출퇴근 4시간 이상걸려 차량평가를 항시 오래할수있어요
4 연봉이 매년 떨어져 부동산 특공이 가능해졌어요","밥이 개구려요
미래가 안보여요
커리어 관리 망해요
공장 아재들한테 무시당해요"
333,1,1,1,1,1,1,“직원 사찰 중”,현직원 · 머***** · 경영전략·사업기획·분석전문가 - 2020.10.16,인생의 독한 맛을 보면 성장의 가능성도 열린다지요 크게 성장하겠네요,유투브 비디오에 회사 부패에 대한 댓글달면 개인전화가 와서 무섭게 다그친다더라구요
334,1,1,1,1,1,1,“일할만한 곳이 아님”,현직원 · 봑** · 구매·물류·SCM 전문가 - 2020.10.15,회사가 망하진 않을듯함 재수 좋은면 다같이 놀 수 있응,"조직이 거대해서 세부팀들은 썩을대로 썩음
환부를 도려내거나 혁신은 불가능함
노조까지 장악하여 일반직원들의 워라벨은 악화일로
회사입장에서는 장기적으로 버티면서 통제불능 직원 감소만 기다릴듯
지금 직원들과 앞으로 들어올 직원들만 망한 회사
아빠덕에 회장된 형은 갈비탕이나 돌리는 수준의 회사"
335,1,1,1,1,1,1,“워라벨은 보장되는 회사”,현직원 · j****** · 생산엔지니어·생산관리 - 2020.10.07,아침 점심 저녁 제공해주고 월급 안밀리고 잘들어와요 화장실 청소도 업체가 해요,성과급 줄여 임원 연봉올리고 임금 변경해 최저시급 맞춰서 기본급에 마법을 부려요
336,1,1,3,1,1,1,“오늘이 가장 고점인 회사”,현직원 · B***** · 연구개발(R&D) - 2020.10.07,"쓰고보니 결국 단점으로 귀결되어 쓸 수가 없음
회사 어디냐했을때 모르는 사람은 없는 것 정도","연차 진행에 따라 떨어지는 연봉
오르는 걸 본 적이 없는듯 아니면 오래전이라 기억이 안나거나

연구소 기준 워라밸 나쁘지 않지만
워라밸 극악인 회사 대비 통근시간이 너무 오래걸리기 때문에 아무런 장점이 없음"
337,1,1,1,1,1,1,“장점이 없는 회사”,현직원 · c***** · 생산엔지니어·생산관리 - 2020.10.05,없음 노조원으로 남기를 선택하면 만60세까지 정년을 보장받으며 닐리리야 가능,급여는 매년 줄고 일은 더시키고 책임감은 가지라고 하는 전형적인 중소기업 마인드의 회사 글로벌 중소기업
338,1,1,3,1,1,1,“휴가는 많지”,현직원 · 현***** · 연구개발(R&D) - 2020.10.01,휴가만 많고,"월급 적고 성과금 중소기업 수준이고

기업 성과나도 성과금 안주려고 이짓 저짓하고

걍 오지마슈"
339,1,1,2,1,1,1,“특히 경영진과 사내문화가 최악”,현직원 · 현******** · 하드웨어 엔지니어 - 2020.10.01,"1 팀에 따라 다양한 자동차를 많이 탈 기회가 많음
2 일상과 밀접한 관계가 있음
3 완성차의 위치라 대체로 수월한 업무진행이 많음","연구소 직원 기준
1 노조와는 관계가 없음공장 아저씨들에 집중
2 연구원일반직대졸이 더 낮은 위치에 있음
3 특유의 일단 넘기자 식의 문화로 업무 회의감 대상승
4 시스템의 부재목소리 큰놈이 이긴다
5 통근으로 보내는 시간이 하루 최소 3시간
남양읍 시골에 살 자신이 있으면 해당없음
6 그나마 높았던 성과금도 5년째 하향 중
영업실적과는 무관하게 그냥 안주려고함
이 외 언급 못할 단점이 너무 많은게 단점"
340,1,1,1,1,1,1,“낮은연봉 박살나는 커리어”,현직원 · j****** · 연구개발(R&D) - 2020.10.01,격오지에 위치해있어 자연논 밭과 함께 근무할수있습니다,업계 최저 연봉 및 연차가 쌓닐수록 연봉하랃 군대식 사내문화 출퇴근시간 평균 3시간
341,1,2,3,1,1,1,“워라밸을 대충 던져주고 임금과 문화를 몰수해간 회사”,현직원 · :********* · 연구개발(R&D) - 2020.10.01,"대충 일하는 문화책임회피에 다들 능함
시골에 있어서 풍경이 좋음","지들은 대충하면서 남 대충하는건 욕하는 문화
임금 개똥같이 줘도 찬성찍는 개돼지 노조 틀딱 문화"
342,1,1,1,1,1,1,“좋지도 싫지도 않다”,현직원 · 럴***** · 연구개발(R&D) - 2020.09.29,연구원일때 엄청난 휴가량과 주40 지키는 워라밸 중시 팀바팀,밥이 개맛없다 예의가 없는 사람들이 많다 길이 막힌다
343,1,1,4,1,1,1,“미래가 안보이는 회사”,현직원 · 티****** · 연구개발(R&D) - 2020.09.29,글쌔요 30자이상 적으라해서 적는데 자율출퇴근 마음이 들어요,지옥같은 출퇴근 직원들을 대우는 생각도 해볼수가 없습니다
344,1,1,1,1,1,1,“시골깡촌에 연구소 지어놓고... 성과 좋아도 재벌총수만 연봉오르는 신기한 회사”,현직원 · 불** · 연구개발(R&D) - 2020.09.29,임원의 계약 연장을 위한 거짓보고서 작성 스킬이 향상됩니다,"사내문화 개판에 연봉은 지속적 우하향
연구소까지 셔틀버스는 허리디스크 기본적용"
